,airline,number_of_changes,origin_city_code,destination_country_code,search_month,search_weekday,depart_month,depart_weekday,diff_days,distance,price
1070,S7 Airlines,2,MOW,RU,4,5,6,5,70,3934.73,21048
1079,Azimut,2,MOW,KZ,4,5,6,2,67,1626.78,17449
1083,Uzbekistan Airways,0,MOW,UZ,4,5,6,3,75,2791.24,5460
1086,Aeroflot,1,MOW,RU,4,5,6,5,77,5599.18,12430
1090,S7 Airlines,1,MOW,RU,4,5,6,2,67,2878.27,6850
1091,Turkish Airlines,1,MOW,TR,4,5,6,1,80,1911.0,21806
1092,Uzbekistan Airways,2,MOW,IN,4,5,6,0,65,5986.37,35325
1094,Pegasus Airlines,1,MOW,DE,4,5,6,2,67,1846.08,14366
1100,Aeroflot,0,MOW,KZ,4,5,6,2,81,1687.7,15679
1107,Nordwind Airlines,0,MOW,RU,4,5,6,3,61,6410.71,9221
1116,Wizz Air,2,MOW,ES,4,5,6,6,78,3258.09,24849
1117,Nordwind Airlines,0,MOW,RU,4,5,6,2,81,1466.42,3074
1124,Pobeda,0,MOW,RU,4,5,6,4,62,692.14,3099
1125,Aeroflot,0,MOW,RU,4,5,6,1,80,1492.57,5802
1135,Turkish Airlines,2,MOW,ES,4,5,6,2,74,3318.23,16595
1137,Azimut,1,MOW,RU,4,5,6,2,60,1081.68,3608
1138,Pegasus Airlines,1,MOW,TR,4,5,6,1,87,1889.67,16543
1139,Uzbekistan Airways,0,MOW,UZ,4,5,6,0,72,2647.82,5384
1142,S7 Airlines,1,MOW,RU,4,5,6,5,70,4208.67,11155
1144,Azimut,1,MOW,TR,4,5,6,5,77,1759.79,9485
1145,Wizz Air,1,MOW,IT,4,5,6,5,77,2398.73,19323
1147,Nordwind Airlines,1,MOW,GR,4,5,6,4,76,2000.69,8774
1152,Aeroflot,1,MOW,RU,4,5,6,5,70,7051.25,20435
1155,Uzbekistan Airways,0,MOW,UZ,4,5,6,0,86,2800.39,5384
1161,Pobeda,0,MOW,RU,4,5,6,2,67,600.92,3099
1169,Pegasus Airlines,1,MOW,TR,4,5,6,0,65,2153.37,19421
1170,Pegasus Airlines,1,MOW,DE,4,5,6,2,67,1934.32,14196
1171,Turkish Airlines,2,MOW,TR,4,5,6,3,61,2066.43,28075
1172,Nordwind Airlines,0,MOW,DE,4,5,6,5,77,1611.43,3713
1176,Uzbekistan Airways,0,MOW,UZ,4,5,6,1,80,2156.62,5384
1177,Turkish Airlines,2,MOW,TR,4,5,6,2,81,6578.11,34169
1180,S7 Airlines,2,MOW,RU,4,5,6,2,60,5643.46,23621
1182,Pegasus Airlines,1,MOW,TR,4,5,6,1,80,1783.91,22521
1190,Pegasus Airlines,1,MOW,DE,4,5,6,2,67,1780.92,14813
1191,S7 Airlines,1,MOW,RU,4,5,6,4,69,2850.63,15733
1193,S7 Airlines,1,MOW,RU,4,5,6,1,87,1397.49,7517
1196,Wizz Air,2,MOW,IT,4,5,6,2,60,2219.51,20105
1198,Azimut,0,MOW,RU,4,5,6,2,60,616.0,2280
1207,Uzbekistan Airways,2,MOW,IN,4,5,6,6,85,5841.33,37033
1211,Turkish Airlines,2,MOW,US,4,5,6,3,61,9019.63,49563
1224,Uzbekistan Airways,0,MOW,UZ,4,5,6,2,81,2286.26,5384
1226,Turkish Airlines,2,MOW,TR,4,5,6,3,61,1770.54,32038
1227,Turkish Airlines,1,MOW,TR,4,5,6,6,64,1533.5,28955
1230,Pegasus Airlines,1,MOW,TR,4,5,6,1,80,2185.48,17088
1232,Turkish Airlines,2,MOW,ES,4,5,6,0,65,3355.1,38103
1235,Aeroflot,2,MOW,RU,4,5,6,4,69,5110.23,16317
1236,Pegasus Airlines,1,MOW,TR,4,5,6,1,87,2007.59,18693
1237,Nordwind Airlines,1,MOW,DE,4,5,6,1,87,2083.32,6352
1238,Turkish Airlines,1,MOW,TR,4,5,6,5,63,1964.06,23119
1239,Pegasus Airlines,2,MOW,DE,4,5,6,4,69,1735.05,33522
1240,Pobeda,0,MOW,RU,4,5,6,2,67,906.06,3642
1242,Uzbekistan Airways,1,MOW,KZ,4,5,6,2,74,3101.76,11304
1244,Azimut,2,MOW,TR,4,5,6,5,84,2215.01,15320
1253,S7 Airlines,1,MOW,RU,4,5,6,5,63,6646.73,13652
1257,Wizz Air,2,MOW,ES,4,5,6,4,62,3178.51,28259
1261,Turkish Airlines,3,MOW,IT,4,5,6,2,88,2238.59,21558
1272,Azimut,1,MOW,RU,4,5,6,6,71,2305.01,8427
1280,Pegasus Airlines,1,MOW,TR,4,5,6,2,60,1956.25,19575
1282,Turkish Airlines,2,MOW,IT,4,5,6,2,60,2554.19,47805
1283,Pobeda,0,MOW,RU,4,5,6,6,85,730.24,3546
1284,Aeroflot,0,MOW,RU,4,5,6,3,61,2138.86,6102
1286,Uzbekistan Airways,2,MOW,IN,4,5,6,2,60,3925.2,40418
1289,Pegasus Airlines,1,MOW,DE,4,5,6,2,60,2080.67,14402
1292,S7 Airlines,0,MOW,RU,4,5,6,2,67,5010.31,14548
1296,Nordwind Airlines,1,MOW,RU,4,5,6,2,60,6202.94,19202
1308,Azimut,2,MOW,RU,4,5,6,1,80,4885.08,14415
1311,Pobeda,0,MOW,RU,4,5,6,5,84,2919.21,9599
1315,Wizz Air,2,MOW,ES,4,5,6,1,66,3123.35,21619
1324,Wizz Air,2,MOW,IT,4,5,6,1,66,2347.45,21300
1329,Pobeda,0,MOW,RU,4,5,6,6,78,1699.29,5749
1331,Pobeda,0,MOW,RU,4,5,6,3,75,1141.58,4419
1336,Pobeda,0,MOW,RU,4,5,6,3,75,1727.77,5749
1337,Uzbekistan Airways,2,MOW,IN,4,5,6,0,79,5436.87,31040
1339,Uzbekistan Airways,0,MOW,UZ,4,5,6,1,87,3009.67,5384
1344,Uzbekistan Airways,0,MOW,UZ,4,5,6,2,74,3012.66,7509
1349,Aeroflot,0,MOW,RU,4,5,6,3,68,1238.84,5130
1359,S7 Airlines,0,MOW,RU,4,5,6,3,68,3125.01,11631
1361,Turkish Airlines,3,MOW,ES,4,5,6,2,74,3420.17,18510
1366,Nordwind Airlines,0,MOW,RU,4,5,6,0,65,1245.22,4478
1368,Azimut,0,MOW,RU,4,5,6,3,75,1137.51,3480
1373,Uzbekistan Airways,2,MOW,IN,4,5,6,0,72,5527.75,34866
1374,Uzbekistan Airways,0,MOW,UZ,4,5,6,2,81,2792.29,7509
1376,S7 Airlines,0,MOW,RU,4,5,6,6,64,365.9,2801
1377,Azimut,2,MOW,TR,4,5,6,1,73,2154.06,14571
1379,Aeroflot,0,MOW,RU,4,5,6,2,81,1193.19,6633
1382,Pobeda,0,MOW,RU,4,5,6,0,65,893.09,4149
1385,Pegasus Airlines,1,MOW,DE,4,5,6,2,60,1908.87,14423
1388,Pobeda,0,MOW,RU,4,5,6,1,80,771.09,4127
1392,Turkish Airlines,2,MOW,US,4,5,6,2,67,7914.35,49602
1394,Nordwind Airlines,0,MOW,RU,4,5,6,2,60,6144.5,10456
1396,Turkish Airlines,2,MOW,GR,4,5,6,0,79,1899.49,38028
1398,Uzbekistan Airways,2,MOW,IN,4,5,6,5,63,6274.47,36248
1400,Azimut,1,MOW,RU,4,5,6,1,80,2345.3,8886
1401,S7 Airlines,1,MOW,RU,4,5,6,6,64,6781.36,13994
1402,Uzbekistan Airways,0,MOW,UZ,4,5,6,2,81,3017.68,7509
1405,Pegasus Airlines,1,MOW,TR,4,5,7,6,113,1608.63,23071
1406,S7 Airlines,1,MOW,RU,4,5,7,1,115,3379.79,11288
1408,Turkish Airlines,1,MOW,TR,4,5,7,0,93,2086.37,23119
1416,Nordwind Airlines,0,MOW,RU,4,5,7,3,110,1270.49,4293
1421,Turkish Airlines,2,MOW,DE,4,5,7,0,93,2051.9,27141
1423,Aeroflot,1,MOW,RU,4,5,7,5,105,7042.45,20435
1426,Turkish Airlines,2,MOW,IN,4,5,7,0,100,4815.56,41467
1427,Nordwind Airlines,1,MOW,RU,4,5,7,6,113,1906.42,9893
1432,Uzbekistan Airways,2,MOW,IN,4,5,7,3,96,5123.59,38165
1434,S7 Airlines,0,MOW,RU,4,5,7,4,104,2245.55,9099
1443,KLM,2,MOW,ES,4,5,7,0,100,3010.09,22320
1444,Uzbekistan Airways,1,MOW,IN,4,5,7,5,98,4338.6,21614
1448,Nordwind Airlines,0,MOW,RU,4,5,7,5,112,1496.68,4929
1451,Turkish Airlines,2,MOW,TR,4,5,7,4,104,1731.5,26633
1452,S7 Airlines,0,MOW,RU,4,5,7,5,119,345.27,963
1455,Azimut,2,MOW,TR,4,5,7,4,118,1643.31,14540
1462,Azimut,2,MOW,TR,4,5,7,5,98,2195.74,14038
1467,Azimut,1,MOW,RU,4,5,7,0,100,3324.82,7364
1471,Azimut,2,MOW,TR,4,5,7,5,91,2089.38,14586
1473,KLM,1,MOW,IT,4,5,7,5,98,2189.37,16877
1477,S7 Airlines,0,MOW,RU,4,5,7,6,92,386.51,4749
1478,Nordwind Airlines,1,MOW,RU,4,5,7,4,90,808.34,8603
1479,S7 Airlines,0,MOW,RU,4,5,7,6,106,2161.81,8983
1482,Uzbekistan Airways,2,MOW,IN,4,5,7,5,91,4427.85,39330
1483,Nordwind Airlines,1,MOW,DE,4,5,7,2,102,2072.57,10009
1486,Azimut,1,MOW,RU,4,5,7,5,105,152.1,5207
1489,Turkish Airlines,2,MOW,KZ,4,5,7,2,109,2590.71,23204
1493,Aeroflot,0,MOW,RU,4,5,7,1,101,5876.42,14300
1500,Uzbekistan Airways,0,MOW,UZ,4,5,7,2,95,2951.46,5384
1502,Pobeda,0,MOW,RU,4,5,7,6,120,2991.64,8302
1506,S7 Airlines,0,MOW,RU,4,5,7,4,97,1939.79,10171
1508,Uzbekistan Airways,2,MOW,IN,4,5,7,0,93,5022.12,32244
1511,Aeroflot,0,MOW,RU,4,5,7,4,118,1004.37,5743
1514,Turkish Airlines,2,MOW,IT,4,5,7,1,94,2622.72,22864
1516,Nordwind Airlines,1,MOW,DE,4,5,7,0,114,2033.29,13847
1517,KLM,2,MOW,IT,4,5,7,0,93,2668.41,15390
1521,Turkish Airlines,1,MOW,TR,4,5,7,5,105,2067.55,21628
1524,KLM,2,MOW,ES,4,5,7,1,115,3612.93,29150
1526,Turkish Airlines,2,MOW,TR,4,5,7,5,119,2079.39,25480
1529,KLM,2,MOW,IT,4,5,7,5,119,2638.56,14813
1530,Uzbekistan Airways,0,MOW,UZ,4,5,7,2,95,2654.56,5384
1533,KLM,2,MOW,IT,4,5,7,2,102,2448.15,17560
1534,Pegasus Airlines,1,MOW,TR,4,5,7,2,95,1988.86,21717
1541,Uzbekistan Airways,2,MOW,KZ,4,5,7,6,113,1626.78,17571
1545,Uzbekistan Airways,0,MOW,UZ,4,5,7,1,101,2791.24,5384
1548,Aeroflot,1,MOW,RU,4,5,7,4,104,5599.18,12320
1554,Turkish Airlines,1,MOW,TR,4,5,7,4,111,1911.0,21116
1557,KLM,1,MOW,DE,4,5,7,0,93,1846.08,10145
1559,Turkish Airlines,2,MOW,GR,4,5,7,0,100,2381.63,27950
1564,Aeroflot,0,MOW,KZ,4,5,7,2,95,1687.7,15679
1570,Nordwind Airlines,0,MOW,RU,4,5,7,5,105,6410.71,11941
1578,KLM,2,MOW,ES,4,5,7,5,91,3258.09,15360
1580,Nordwind Airlines,0,MOW,RU,4,5,7,5,112,1466.42,5189
1585,Turkish Airlines,2,MOW,US,4,5,7,6,92,8396.91,55532
1587,Aeroflot,1,MOW,RU,4,5,7,0,100,4150.4,19516
1588,Pegasus Airlines,1,MOW,TR,4,5,7,2,95,1768.06,22729
1590,Pobeda,0,MOW,RU,4,5,7,3,96,692.14,3649
1591,Aeroflot,0,MOW,RU,4,5,7,4,118,1492.57,5802
1592,Turkish Airlines,1,MOW,US,4,5,7,5,91,7224.28,50033
1600,KLM,1,MOW,ES,4,5,7,2,102,3318.23,20381
1601,S7 Airlines,2,MOW,KZ,4,5,7,6,106,3064.66,22015
1602,Azimut,1,MOW,RU,4,5,7,5,119,1081.68,3899
1603,Azimut,2,MOW,TR,4,5,7,5,98,1889.67,13895
1604,Uzbekistan Airways,0,MOW,UZ,4,5,7,4,104,2647.82,5384
1606,S7 Airlines,1,MOW,RU,4,5,7,4,104,4208.67,11155
1607,Nordwind Airlines,1,MOW,RU,4,5,7,0,93,6027.81,22269
1610,Azimut,1,MOW,TR,4,5,7,2,109,1759.79,9124
1611,KLM,2,MOW,IT,4,5,7,5,98,2398.73,18320
1612,Nordwind Airlines,1,MOW,GR,4,5,7,4,97,2000.69,8494
1615,Turkish Airlines,3,MOW,IT,4,5,7,3,96,2725.08,24313
1617,KLM,1,MOW,ES,4,5,7,2,102,3787.36,19925
1618,Aeroflot,1,MOW,RU,4,5,7,4,97,7051.25,20435
1619,Turkish Airlines,1,MOW,TR,4,5,7,0,100,1918.42,21071
1622,Uzbekistan Airways,0,MOW,UZ,4,5,7,0,93,2800.39,5460
1626,Aeroflot,0,MOW,RU,4,5,7,3,110,2233.37,6754
1628,Pobeda,0,MOW,RU,4,5,7,1,94,600.92,3071
1638,Pegasus Airlines,1,MOW,TR,4,5,7,0,93,2153.37,17492
1642,Nordwind Airlines,0,MOW,DE,4,5,7,5,119,1611.43,3803
1646,Uzbekistan Airways,0,MOW,UZ,4,5,7,4,104,2156.62,5384
1653,KLM,2,MOW,ES,4,5,7,2,95,3090.66,30490
1659,KLM,1,MOW,DE,4,5,7,4,104,1780.92,14240
1660,S7 Airlines,1,MOW,RU,4,5,7,3,96,2850.63,15883
1665,Pobeda,1,MOW,RU,4,5,7,0,93,4105.39,19695
1666,Turkish Airlines,1,MOW,IT,4,5,7,5,91,2219.51,21621
1669,Azimut,0,MOW,RU,4,5,7,6,106,616.0,2280
1677,Turkish Airlines,3,MOW,IT,4,5,7,6,99,2447.73,29886
1691,Aeroflot,1,MOW,RU,4,5,7,4,90,6097.35,21435
1698,Uzbekistan Airways,0,MOW,UZ,4,5,7,5,91,2286.26,5384
1699,Turkish Airlines,2,MOW,TR,4,5,7,4,90,1770.54,25790
1701,Azimut,2,MOW,TR,4,5,7,5,98,2185.48,15147
1703,Pobeda,0,MOW,RU,4,5,7,1,115,1476.0,5098
1707,Nordwind Airlines,1,MOW,DE,4,5,7,0,93,2083.32,6519
1708,Turkish Airlines,2,MOW,DE,4,5,7,2,95,1735.05,18848
1709,Pobeda,0,MOW,RU,4,5,7,3,117,906.06,3642
1711,Uzbekistan Airways,1,MOW,KZ,4,5,7,2,95,3101.76,11304
1712,Azimut,2,MOW,TR,4,5,7,1,108,2215.01,15029
1715,Nordwind Airlines,0,MOW,RU,4,5,7,0,114,1162.99,3808
1720,Aeroflot,0,MOW,RU,4,5,7,1,94,6646.73,14300
1724,KLM,2,MOW,ES,4,5,7,5,91,3178.51,17476
1728,KLM,1,MOW,DE,4,5,7,4,90,1878.88,31845
1739,Turkish Airlines,2,MOW,IT,4,5,7,2,109,2383.39,24794
1741,S7 Airlines,0,MOW,RU,4,5,7,6,92,2305.01,9500
1746,KLM,2,MOW,ES,4,5,7,0,93,3876.47,23250
1748,Turkish Airlines,1,MOW,TR,4,5,7,5,98,2071.69,22207
1752,Pobeda,0,MOW,RU,4,5,7,3,110,730.24,3549
1753,Aeroflot,0,MOW,RU,4,5,7,1,115,2138.86,6102
1756,Pegasus Airlines,1,MOW,DE,4,5,7,5,98,2080.67,14402
1758,S7 Airlines,0,MOW,RU,4,5,7,2,102,5010.31,14548
1762,Nordwind Airlines,1,MOW,RU,4,5,7,2,109,6202.94,19232
1768,KLM,1,MOW,DE,4,5,7,4,90,1653.57,15980
1774,KLM,2,MOW,IT,4,5,7,3,103,2206.07,21530
1775,Azimut,2,MOW,RU,4,5,7,1,94,4885.08,15495
1784,KLM,1,MOW,ES,4,5,7,4,90,3123.35,16500
1790,Wizz Air,2,MOW,ES,4,5,7,0,100,5189.41,29285
1793,KLM,1,MOW,IT,4,5,7,0,93,2347.45,13040
1798,Pobeda,0,MOW,RU,4,5,7,6,113,1699.29,5427
1800,Pobeda,0,MOW,RU,4,5,7,1,94,1141.58,4419
1801,Uzbekistan Airways,2,MOW,IN,4,5,7,4,97,5481.35,42536
1802,Turkish Airlines,2,MOW,TR,4,5,7,0,114,1808.36,23605
1805,Pobeda,0,MOW,RU,4,5,7,4,104,1727.77,4983
1806,Uzbekistan Airways,2,MOW,IN,4,5,7,0,114,5436.87,31430
1809,Uzbekistan Airways,0,MOW,UZ,4,5,7,5,91,3009.67,5384
1813,Uzbekistan Airways,0,MOW,UZ,4,5,7,2,95,3012.66,7509
1814,Turkish Airlines,3,MOW,IT,4,5,7,2,109,2713.78,26430
1819,Aeroflot,0,MOW,RU,4,5,7,3,110,1238.84,5100
1825,KLM,2,MOW,IT,4,5,7,0,93,2008.27,21020
1829,S7 Airlines,0,MOW,RU,4,5,7,3,96,3125.01,11701
1831,KLM,1,MOW,ES,4,5,7,6,92,3420.17,18070
1840,Azimut,0,MOW,RU,4,5,7,5,112,1137.51,3480
1843,Turkish Airlines,2,MOW,IT,4,5,7,4,104,2787.17,22413
1844,Uzbekistan Airways,2,MOW,IN,4,5,7,0,100,5527.75,38754
1845,Uzbekistan Airways,0,MOW,UZ,4,5,7,5,112,2792.29,5384
1847,S7 Airlines,0,MOW,RU,4,5,7,4,97,365.9,2801
1848,Azimut,2,MOW,TR,4,5,7,5,98,2154.06,13484
1850,Aeroflot,0,MOW,RU,4,5,7,6,106,1193.19,6633
1851,Pobeda,0,MOW,RU,4,5,7,2,109,893.09,4127
1856,Pegasus Airlines,1,MOW,DE,4,5,7,4,111,1908.87,15849
1862,KLM,1,MOW,IT,4,5,7,0,93,2293.35,19640
1865,Nordwind Airlines,0,MOW,RU,4,5,7,6,113,6144.5,10486
1867,Turkish Airlines,2,MOW,GR,4,5,7,5,98,1899.49,37373
1870,Uzbekistan Airways,2,MOW,IN,4,5,7,0,93,6274.47,39690
1872,Azimut,1,MOW,RU,4,5,7,0,100,2345.3,9112
1873,Aeroflot,0,MOW,RU,4,5,7,6,120,6781.36,16250
1874,Uzbekistan Airways,0,MOW,UZ,4,5,7,2,116,3017.68,7509
1877,S7 Airlines,1,MOW,RU,4,5,8,4,139,3379.79,11288
1882,Turkish Airlines,2,MOW,US,4,5,8,4,139,8361.96,88108
1887,Nordwind Airlines,0,MOW,RU,4,5,8,0,142,1270.49,3808
1895,Aeroflot,1,MOW,RU,4,5,8,0,121,7042.45,20435
1899,Aeroflot,0,MOW,RU,4,5,8,1,136,1906.42,10970
1900,Turkish Airlines,2,MOW,US,4,5,8,2,123,8114.9,105540
1904,Uzbekistan Airways,2,MOW,IN,4,5,8,3,138,5123.59,35664
1905,S7 Airlines,0,MOW,RU,4,5,8,2,137,2245.55,9099
1913,Uzbekistan Airways,1,MOW,IN,4,5,8,0,149,4338.6,23933
1919,Nordwind Airlines,0,MOW,RU,4,5,8,3,145,1496.68,4849
1923,KLM,1,MOW,US,4,5,8,2,123,8672.75,54559
1924,Turkish Airlines,2,MOW,US,4,5,8,6,141,9695.83,78368
1926,S7 Airlines,0,MOW,RU,4,5,8,1,122,345.27,963
1928,KLM,2,MOW,TR,4,5,8,3,145,1643.31,19108
1930,Aeroflot,1,MOW,RU,4,5,8,4,146,253.0,12092
1934,Azimut,2,MOW,TR,4,5,8,5,126,2195.74,16730
1938,Azimut,1,MOW,RU,4,5,8,5,147,3324.82,8942
1941,Azimut,2,MOW,TR,4,5,8,5,126,2089.38,16620
1943,KLM,1,MOW,IT,4,5,8,4,132,2189.37,17260
1950,S7 Airlines,0,MOW,RU,4,5,8,5,126,386.51,4749
1952,S7 Airlines,0,MOW,RU,4,5,8,1,122,2161.81,8983
1954,Pegasus Airlines,1,MOW,DE,4,5,8,3,124,2072.57,14695
1958,Nordwind Airlines,1,MOW,RU,4,5,8,3,145,152.1,5537
1961,Turkish Airlines,1,MOW,KZ,4,5,8,0,121,2590.71,31440
1963,KLM,3,MOW,ES,4,5,8,3,124,5052.48,45740
1970,KLM,2,MOW,ES,4,5,8,2,137,2935.81,28650
1971,Uzbekistan Airways,0,MOW,UZ,4,5,8,2,123,2951.46,5384
1977,S7 Airlines,0,MOW,RU,4,5,8,2,130,1939.79,10171
1979,Turkish Airlines,2,MOW,IN,4,5,8,5,133,5022.12,36530
1982,Aeroflot,0,MOW,RU,4,5,8,5,126,1004.37,5743
1983,Nordwind Airlines,0,MOW,RU,4,5,8,6,148,1201.71,2909
1984,Turkish Airlines,3,MOW,IT,4,5,8,0,149,2622.72,19046
1986,Nordwind Airlines,1,MOW,DE,4,5,8,6,148,2033.29,12642
1997,Turkish Airlines,1,MOW,IT,4,5,8,6,127,2638.56,15875
1998,Uzbekistan Airways,0,MOW,UZ,4,5,8,2,130,2654.56,5384
1999,Azimut,0,MOW,RU,4,5,8,6,148,1191.19,3180
2000,KLM,2,MOW,IT,4,5,8,4,132,2448.15,19200
2004,Uzbekistan Airways,2,MOW,KZ,4,5,8,5,126,1437.3,19725
2010,Uzbekistan Airways,1,MOW,KZ,4,5,8,5,126,1626.78,12414
2011,Uzbekistan Airways,1,MOW,KZ,4,5,8,3,124,2279.13,13709
2014,Uzbekistan Airways,0,MOW,UZ,4,5,8,1,150,2791.24,5460
2016,Aeroflot,1,MOW,RU,4,5,8,0,142,5599.18,12419
2021,Turkish Airlines,1,MOW,TR,4,5,8,1,143,1911.0,19672
2024,KLM,1,MOW,DE,4,5,8,1,143,1846.08,9301
2032,KLM,1,MOW,IT,4,5,8,5,126,2098.36,14861
2033,Aeroflot,0,MOW,KZ,4,5,8,6,141,1687.7,15925
2040,Nordwind Airlines,0,MOW,RU,4,5,8,1,129,6410.71,11941
2041,S7 Airlines,1,MOW,RU,4,5,8,3,124,3840.86,16618
2044,Turkish Airlines,2,MOW,US,4,5,8,1,136,9415.13,94824
2048,Nordwind Airlines,0,MOW,RU,4,5,8,3,145,1466.42,5254
2053,Turkish Airlines,2,MOW,US,4,5,8,3,138,8396.91,58035
2055,KLM,1,MOW,US,4,5,8,0,135,9530.8,53210
2057,Pobeda,0,MOW,RU,4,5,8,6,127,692.14,3649
2058,S7 Airlines,0,MOW,RU,4,5,8,2,144,1492.57,5201
2059,Turkish Airlines,1,MOW,US,4,5,8,2,123,7224.28,47322
2068,KLM,1,MOW,ES,4,5,8,3,131,3318.23,20060
2071,Pegasus Airlines,1,MOW,TR,4,5,8,2,151,1889.67,16811
2072,Uzbekistan Airways,0,MOW,UZ,4,5,8,1,122,2647.82,5384
2073,Turkish Airlines,3,MOW,IT,4,5,8,4,139,2195.46,30408
2075,S7 Airlines,1,MOW,RU,4,5,8,5,140,4208.67,11015
2079,Nordwind Airlines,1,MOW,GR,4,5,8,4,146,2000.69,8219
2083,KLM,1,MOW,ES,4,5,8,5,147,3787.36,20550
2084,Aeroflot,1,MOW,RU,4,5,8,5,126,7051.25,20435
2087,Uzbekistan Airways,0,MOW,UZ,4,5,8,0,135,2800.39,5384
2092,Nordwind Airlines,0,MOW,RU,4,5,8,2,137,2233.37,5939
2094,Pobeda,0,MOW,RU,4,5,8,0,135,600.92,3071
2103,Turkish Airlines,1,MOW,TR,4,5,8,1,122,2153.37,20572
2105,Nordwind Airlines,0,MOW,DE,4,5,8,5,147,1611.43,3618
2108,Uzbekistan Airways,0,MOW,UZ,4,5,8,1,122,2156.62,5384
2113,Turkish Airlines,2,MOW,US,4,5,8,5,133,9763.68,83070
2121,KLM,1,MOW,DE,4,5,8,5,140,1780.92,13350
2122,S7 Airlines,1,MOW,RU,4,5,8,0,121,2850.63,15883
2124,Pobeda,1,MOW,RU,4,5,8,3,138,1397.49,7585
2126,KLM,2,MOW,IT,4,5,8,1,122,2219.51,18180
2130,Azimut,0,MOW,RU,4,5,8,2,144,616.0,2280
2133,Turkish Airlines,2,MOW,US,4,5,8,0,128,8848.73,75010
2135,Turkish Airlines,3,MOW,IT,4,5,8,4,125,2447.73,30048
2140,Uzbekistan Airways,2,MOW,IN,4,5,8,6,127,5841.33,40390
2144,KLM,2,MOW,US,4,5,8,3,145,9019.63,76492
2145,KLM,2,MOW,IN,4,5,8,0,121,3867.55,80403
2154,Aeroflot,1,MOW,RU,4,5,8,0,142,6097.35,21435
2162,Uzbekistan Airways,0,MOW,UZ,4,5,8,0,142,2286.26,5384
2166,Azimut,2,MOW,TR,4,5,8,1,122,2185.48,15298
2171,Turkish Airlines,2,MOW,US,4,5,8,1,143,8528.21,80150
2172,Nordwind Airlines,1,MOW,DE,4,5,8,1,122,2083.32,6519
2173,Pegasus Airlines,1,MOW,TR,4,5,8,5,126,1964.06,23142
2174,Turkish Airlines,2,MOW,DE,4,5,8,0,135,1735.05,18848
2177,Uzbekistan Airways,1,MOW,KZ,4,5,8,2,130,3101.76,11304
2178,Turkish Airlines,2,MOW,US,4,5,8,0,121,8548.63,72123
2179,Pegasus Airlines,1,MOW,TR,4,5,8,4,132,2215.01,16680
2182,Nordwind Airlines,0,MOW,RU,4,5,8,4,146,1162.99,3328
2188,Aeroflot,0,MOW,RU,4,5,8,3,124,6646.73,14300
2197,KLM,1,MOW,DE,4,5,8,5,140,1878.88,19470
2201,Aeroflot,1,MOW,RU,4,5,8,5,140,2803.71,26087
2205,KLM,1,MOW,US,4,5,8,2,130,9490.19,59165
2207,Turkish Airlines,3,MOW,IT,4,5,8,2,123,2383.39,24322
2208,S7 Airlines,0,MOW,RU,4,5,8,1,122,2305.01,9500
2218,KLM,2,MOW,IT,4,5,8,6,127,2554.19,19882
2219,Pobeda,0,MOW,RU,4,5,8,2,123,730.24,3549
2220,Pobeda,0,MOW,RU,4,5,8,6,127,2138.86,6676
2224,Turkish Airlines,2,MOW,DE,4,5,8,1,150,2080.67,19590
2228,S7 Airlines,0,MOW,RU,4,5,8,2,123,5010.31,14548
2232,Nordwind Airlines,1,MOW,RU,4,5,8,2,137,6202.94,19232
2237,KLM,1,MOW,DE,4,5,8,0,121,1653.57,14240
2239,Turkish Airlines,2,MOW,US,4,5,8,4,146,8773.37,77773
2243,Turkish Airlines,2,MOW,GR,4,5,8,6,141,2356.36,28924
2244,S7 Airlines,1,MOW,RU,4,5,8,2,151,4885.08,17382
2247,Pobeda,0,MOW,RU,4,5,8,0,135,2919.21,9521
2252,KLM,1,MOW,ES,4,5,8,0,121,3123.35,16500
2262,KLM,1,MOW,IT,4,5,8,4,139,2347.45,13034
2270,Pobeda,0,MOW,RU,4,5,8,1,129,1699.29,5427
2272,Pobeda,0,MOW,RU,4,5,8,3,131,1141.58,4418
2276,Pobeda,0,MOW,RU,4,5,8,6,134,1727.77,5749
2278,Uzbekistan Airways,2,MOW,IN,4,5,8,3,145,5436.87,30670
2279,Uzbekistan Airways,0,MOW,UZ,4,5,8,3,145,3009.67,5384
2280,KLM,1,MOW,ES,4,5,8,1,129,3811.97,11703
2284,Uzbekistan Airways,0,MOW,UZ,4,5,8,2,130,3012.66,7509
2288,Turkish Airlines,2,MOW,US,4,5,8,0,121,11327.89,98061
2296,KLM,2,MOW,IT,4,5,8,1,136,2008.27,18879
2299,S7 Airlines,0,MOW,RU,4,5,8,1,136,3125.01,11631
2301,KLM,1,MOW,ES,4,5,8,5,147,3420.17,18360
2305,Nordwind Airlines,0,MOW,RU,4,5,8,6,148,1245.22,3748
2307,Azimut,0,MOW,RU,4,5,8,2,130,1137.51,4280
2312,Uzbekistan Airways,2,MOW,IN,4,5,8,3,131,5527.75,37475
2313,Uzbekistan Airways,0,MOW,UZ,4,5,8,3,124,2792.29,5384
2314,S7 Airlines,0,MOW,RU,4,5,8,2,123,365.9,2801
2315,Pegasus Airlines,0,MOW,TR,4,5,8,4,146,2154.06,15846
2316,Aeroflot,0,MOW,RU,4,5,8,6,148,1193.19,6633
2319,Pobeda,0,MOW,RU,4,5,8,2,137,893.09,4124
